id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens
589500,757285,9250,9250,9250, 36 months,21.64%,351.55,G,G5,McCabe Software,1 year,MORTGAGE,84200,Not Verified,10-Oct,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=589500,,debt_consolidation,Darren's Consolidation ,020xx,MA,20.22,0,Apr-95,665,669,7,36,,34,0,11198,39.20%,63,f,0,0,759.49,759.49,184.73,166.8,0,407.96,4.02,10-Nov,351.55,11-Apr,16-Nov,514,510,0,1,INDIVIDUAL,0,0,0,0,0
589412,757186,7000,7000,6975, 36 months,15.58%,244.66,D,D3,,n/a,MORTGAGE,55200,Verified,10-Oct,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=589412,  Borrower added on 09/29/10 > This loan is to consoldate my bills and with the left over money I wont to fiinish a bathroom down stairs in whitch a plummer is costing me 1400.00<br/> Borrower added on 09/29/10 > This is to consoldate my bills and what is left finish a bathroom in the basment whitch a plummer is costing me 1100.00<br/>,debt_consolidation,CONSOLDATE & FINISH BASMENT,840xx,UT,22.09,0,Dec-77,675,679,6,,31,9,1,4742,89.50%,13,f,0,0,1957.28,1950.3,1284.22,667.94,0,5.12,0,11-Jun,244.66,11-Oct,16-Nov,629,625,0,1,INDIVIDUAL,0,0,0,0,0
587823,755221,1750,1750,1750, 36 months,7.88%,54.75,A,A5,,10+ years,MORTGAGE,24000,Not Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=587823,,debt_consolidation,consolidation,236xx,VA,23.35,0,Mar-88,735,739,5,,,13,0,13826,39.10%,29,f,0,0,1934.235953,1934.24,1750,184.24,0,0,0,12-Aug,785.82,12-Sep,14-Oct,704,700,0,1,INDIVIDUAL,0,0,0,0,0
589089,756778,14000,14000,14000, 36 months,14.84%,484.22,D,D1,AMSI,5 years,RENT,56000,Not Verified,10-Sep,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=589089,  Borrower added on 09/29/10 > My idea here and the reason for this loan request is to consolidate 2 loans (one for grad school expenses and one for my invisalign orthodontic work). The balance will pay off a credit card I've used for various expenses. I want to do it this way because 36 months with a lower interest rate is better than the 4 and 5 years I have left on these loans (respectively) - I will get out of debt faster and with less interest paid! Score! :)<br/>,debt_consolidation,Consolidation,334xx,FL,24.6,0,2-Nov,695,699,4,66,,23,0,6716,40.20%,39,f,0,0,5110.66,5110.66,2622.46,1975.74,0,512.46,5.18,11-Nov,145.56,12-Mar,16-Oct,569,565,0,1,INDIVIDUAL,0,0,0,0,0
589009,756685,9250,9250,9036.587325, 60 months,15.21%,221.08,D,D2,Pischke Motors of La Crosse,10+ years,MORTGAGE,50000,Not Verified,10-Sep,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=589009,,debt_consolidation,Debt Consolidation ,546xx,WI,18.79,1,May-95,700,704,5,3,,9,0,10051,53.50%,39,f,0,0,6325.25,5905.05,3315.47,2649.07,14.98846571,345.72,3.43,13-Jan,221.08,13-Jun,16-Oct,659,655,0,1,INDIVIDUAL,0,0,0,0,0
589003,756678,15000,15000,13550, 60 months,19.41%,392.51,F,F4,County of San Diego ,2 years,RENT,60000,Source Verified,10-Oct,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=589003,  Borrower added on 09/28/10 > I would like to personally thank the lender for approval of this loan. I am going to use it to consolidate three high intrest credit cards. I have a very stable career with the county of San Diego. I currently work for the Sheriffs Department as a Deputy Sheriff and I pay all my bills on time.<br/>,debt_consolidation,Debt consolidation,921xx,CA,16.32,0,4-Feb,665,669,4,,,4,0,0,43.38%,14,f,0,0,5248.15,4740.66,1100.77,1644.98,0,2502.4,756.7344,11-May,392.51,11-Oct,11-Aug,589,585,0,1,INDIVIDUAL,0,0,0,0,0
588328,755891,15000,15000,14779.00332, 60 months,13.61%,346,C,C2,Quicken Loans,3 years,MORTGAGE,160000,Source Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=588328,,home_improvement,Improvment Loan,440xx,OH,6.95,0,4-Feb,720,724,4,,,19,0,2823,5.60%,28,f,0,0,17604.836,17201.22,15000,2604.84,0,0,0,12-Mar,12073.78,12-Apr,16-Nov,699,695,0,1,INDIVIDUAL,0,0,0,0,0
579893,745510,8000,8000,8000, 36 months,13.98%,273.35,C,C3,HDC,3 years,MORTGAGE,65000,Not Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=579893,"  Borrower added on 09/27/10 > Am a RN for the state of Nj, who is wanting to use the money for wedding expenses<br/>",wedding,Wedding,180xx,PA,17.69,0,Jul-91,685,689,5,,,17,0,15830,39.70%,19,f,0,0,8905.639019,8905.64,8000,905.64,0,0,0,11-Sep,6175.02,11-Oct,16-Mar,709,705,0,1,INDIVIDUAL,0,0,0,0,0
588148,755673,5000,5000,5000, 36 months,13.98%,170.84,C,C3,Airgas East,3 years,MORTGAGE,69000,Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=588148,,debt_consolidation,Debt Loan,019xx,MA,18.38,0,Aug-96,695,699,6,,,8,0,12736,64%,48,f,0,0,5170.807884,5170.81,5000,170.81,0,0,0,11-Jan,4829.87,11-Feb,14-Jan,664,660,0,1,INDIVIDUAL,0,0,0,0,0
587903,755374,5000,5000,5000, 36 months,13.98%,170.84,C,C3,Kroger Manufacturing,9 years,MORTGAGE,75996,Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=587903,,home_improvement,Home Improvement Loan,841xx,UT,18.66,0,Oct-96,675,679,2,,,7,0,135847,78.10%,23,f,0,0,5995.858132,5995.86,5000,980.86,15,0,0,12-Sep,2227.67,12-Oct,16-Nov,669,665,0,1,INDIVIDUAL,0,0,0,0,0
586972,754036,5000,5000,4797.302424, 60 months,17.56%,125.78,E,E4,Barnes AeroSpace,1 year,MORTGAGE,75000,Verified,10-Sep,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=586972,,home_improvement,House Improvement,453xx,OH,14.75,1,Sep-98,670,674,4,20,87,10,1,4179,39.80%,27,f,0,0,5759.45,5319.29,3013.01,2252.55,0,493.89,85.8042,14-Apr,125.78,14-Jul,16-Oct,509,505,0,1,INDIVIDUAL,0,0,0,1,0
587039,754116,20000,20000,19803.90602, 60 months,19.04%,519.26,F,F3,Columbia County Bd of Commission,10+ years,MORTGAGE,120000,Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=587039,"  Borrower added on 09/27/10 > I am a Finance Director with a local Government.  I have been employed here for almost 16 years.  I am in the process of selling my home and purchasing a new home.  Because of the decline in the housing market, I have lost all equity in my home and must sell it a loss.  These funds will be used to payoff the 2nd mortgage on my home.<br/>",debt_consolidation,debt_consolidation,308xx,GA,18.84,0,Feb-91,710,714,4,,,27,0,47320,56.50%,42,f,0,0,31154.73526,30700.44,20000,11154.74,0,0,0,15-Oct,541.61,15-Nov,15-Oct,824,820,0,1,INDIVIDUAL,0,0,0,0,0
587910,755385,4000,4000,4000, 36 months,15.95%,140.53,D,D4,The Rose Group,10+ years,MORTGAGE,80000,Not Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=587910,  Borrower added on 09/27/10 > Purchased a heat pump for my home through Home Depot with 12 months interest free.  Unable to pay off balance in time.  I owe $3400 yet.  I plan to pay this loan off in less than 18 months.<br/>,credit_card,Home Depot Payoff,180xx,PA,11.92,0,Dec-92,670,674,5,39,,5,0,35837,92.40%,26,f,0,0,5059.284784,5059.28,4000,1059.28,0,0,0,13-Oct,152.66,13-Nov,13-Oct,624,620,0,1,INDIVIDUAL,0,0,0,0,0
587773,755151,8000,8000,6725, 60 months,17.93%,202.85,E,E5,ome source tool,9 years,RENT,50000,Not Verified,10-Sep,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=587773,  Borrower added on 09/27/10 > will be paying off credit cards<br/> Borrower added on 09/27/10 > i work to job s ome full time one part time been ther  9 years  full time job very stabloe and very busy.<br/>,other,personal loan,119xx,NY,17.73,0,2-May,665,669,5,,88,15,1,6436,60.80%,23,f,0,0,2028.5,1704.85,890.25,1135.45,0,2.8,0,11-Aug,202.85,11-Nov,16-Nov,554,550,0,1,INDIVIDUAL,0,0,0,1,0
584732,751361,14000,14000,14000, 36 months,15.58%,489.31,D,D3,CORE Construction,10+ years,MORTGAGE,110000,Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=584732,  Borrower added on 09/27/10 > I will be uing this loan to consolidate credit cards.  I am third person with seniority at CORE Construction and have a very secure postion.  I have never defauleted on any type of loan or financial obligation.<br/>,debt_consolidation,Credit Cards,616xx,IL,23.45,0,Feb-94,675,679,4,44,54,7,1,39179,85.60%,25,f,0,0,17342.95465,17342.95,14000,3342.95,0,0,0,13-Jan,4633.56,13-Feb,13-Feb,614,610,0,1,INDIVIDUAL,0,0,0,0,0
587665,755037,12000,12000,11764.98309, 60 months,15.95%,291.5,D,D4,,n/a,MORTGAGE,49000,Not Verified,10-Sep,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=587665,,major_purchase,Major Purchase,631xx,MO,15.99,0,Apr-75,710,714,6,,,12,0,55272,7%,24,f,0,0,7870.5,7429.24,4246.24,3610.22,0,14.04,0,13-Jan,291.5,13-Apr,16-Nov,669,665,0,1,INDIVIDUAL,0,0,0,0,0
584857,751507,25000,25000,24663.90554, 60 months,19.41%,654.17,F,F4,NEACH,1 year,MORTGAGE,140000,Source Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=584857,,credit_card,Consol,068xx,CT,8.74,2,Aug-83,690,694,6,3,,7,0,12910,69%,28,f,0,0,38597.8755,37826.8,25000,13597.88,0,0,0,14-Nov,7205.44,14-Dec,14-Nov,689,685,0,1,INDIVIDUAL,0,0,0,0,0
587086,754181,6000,6000,6000, 60 months,11.12%,130.82,B,B3,,n/a,OWN,65000,Not Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=587086,  Borrower added on 09/28/10 > Thank you for the money so far.  I am a retired teacher who needs to pay some bills and but them in one loan.<br/>,other,pay off debts,599xx,MT,16.12,0,Jul-79,730,734,3,,,13,0,68556,33.60%,28,f,0,0,6523.945597,6523.95,6000,523.95,0,0,0,11-Aug,5348.24,11-Sep,14-May,664,660,0,1,INDIVIDUAL,0,0,0,0,0
587075,754169,9700,9700,9464.982188, 60 months,15.95%,235.63,D,D4,Illinois State Police ,< 1 year,RENT,51000,Not Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=587075,  Borrower added on 09/25/10 > Monthly income:   $4250<br/><br/>Monthly expenses  -<br/>Rent :                     $800<br/>Utilities:                ~$220<br/>Car Loan:              $290<br/>Insurance:               $70<br/>Entertainment:     ~$200<br/>Grocery:               ~$250<br/>Miscellaneous:     ~$250<br/><br/>Credit Card Bill:     $250<br/>Other loan:            $208<br/><br/>Total  =                  $2538<br/><br/>I will use this loan to pay off the remainder of an earlier personal loan as well as the current balance on my credit card.  That will eliminate the &quot;Credit card bill&quot; and &quot;Other loan&quot; montly payments of $458 and replacing that with a $236 per month payment for this loan.  <br/><br/>I have a very stable job as a DNA Analyst for the Illinois State Police.  As long as there is continual crime there is no need to worry about lay-offs or removal of my position.  <br/><br/>NOTE***: This is my second Lending Club loan.  The first loan of $1500 was paid in full and paid off early. <br/><br/>Thanks for any contribution you can invest!  Please feel free to ask if you have any questions.<br/>,debt_consolidation,2nd LendingClub loan - finishing CC debt,606xx,IL,16.47,0,4-Jan,705,709,4,,,4,0,6692,83.60%,9,f,0,0,14096.05001,13634.68,9700,4396.05,0,0,0,15-May,1387.2,15-Jun,16-Nov,654,650,0,1,INDIVIDUAL,0,0,0,0,0
584661,751281,15000,15000,14975, 36 months,16.45%,530.7,E,E1,Aetna,9 years,MORTGAGE,190000,Source Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=584661,,debt_consolidation,Credit Repair,064xx,CT,4.69,0,Sep-94,670,674,4,48,,11,0,41178,93.40%,32,f,0,0,17159.54907,17130.95,15000,2159.55,0,0,0,11-Oct,11331.25,11-Nov,12-Mar,724,720,0,1,INDIVIDUAL,0,0,0,0,0
586695,747800,7600,7600,7600, 36 months,11.86%,251.93,B,B5,"MD On Call, PA",10+ years,MORTGAGE,300000,Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=586695,Borrower added on 09/15/10 > Consolidating higher interest rate credit cards into lower rate single monthly payment.<br/>,debt_consolidation,Well Established Physician,752xx,TX,12.8,0,Jun-91,700,704,4,,,13,0,80195,71%,32,f,0,0,9054.738683,9054.74,7600,1454.74,0,0,0,13-Jul,1007.75,13-Aug,16-Nov,679,675,0,1,INDIVIDUAL,0,0,0,0,0
586650,753645,1000,1000,1000, 36 months,10.38%,32.45,B,B1,,n/a,RENT,10200,Verified,10-Sep,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=586650,,debt_consolidation,Pay off student debt,917xx,CA,12.94,0,1-Oct,735,739,4,,,4,0,5360,60.20%,9,f,0,0,1124.1,1124.1,352.27,101.61,0,670.22,149.1062,11-Dec,32.45,12-May,16-Nov,624,620,0,1,INDIVIDUAL,0,0,0,0,0
586562,753537,6250,6250,6225, 60 months,13.23%,142.95,C,C1,Baylor University,9 years,MORTGAGE,65257,Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=586562,,debt_consolidation,Debt Be Gone! ,766xx,TX,19.38,0,Jan-98,720,724,5,79,,15,0,15091,34.80%,54,f,0,0,7611.455848,7581.01,6250,1361.46,0,0,0,12-Sep,4471.96,12-Oct,15-Oct,684,680,0,1,INDIVIDUAL,0,0,0,0,0
586389,753331,8000,8000,7975, 36 months,16.32%,282.53,D,D5,united states army,5 years,RENT,51600,Source Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=586389,  Borrower added on 09/24/10 > im using the loan to buy a used suv and to pay off my credit card. right now i make 4300 a month and pay on the credit card and insurance and my son. i have been in the army for 5 years to month still have just over 3years left i dont get out till 2014. all my payments will be on time if not early<br/>,car,auto loan,228xx,VA,2.51,3,5-Dec,660,664,4,3,,6,0,5898,37.10%,18,f,0,0,10235.49081,10203.5,8000,2175.49,60,0,0,13-Oct,301.95,13-Nov,14-Mar,659,655,0,1,INDIVIDUAL,0,0,0,0,0
584789,751425,2000,2000,2000, 60 months,20.16%,53.17,G,G1,Dishnetwork,2 years,RENT,60000,Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=584789,,other,Personal Loan,300xx,GA,12.62,0,1-Dec,665,669,4,25,,6,0,1372,56.60%,9,f,0,0,2758.986694,2758.99,2000,758.99,0,0,0,14-Jan,409.04,14-Feb,16-Nov,574,570,0,1,INDIVIDUAL,0,0,0,0,0
584984,751659,10000,10000,10000, 36 months,13.61%,339.89,C,C2,,4 years,MORTGAGE,57600,Verified,10-Sep,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=584984,  Borrower added on 09/22/10 > I will use the funding from the loan to consolidate debt. My credit history will show that I have never had a late payment and this pattern will continue. I work a steady job in the health care industry and budget my money to ensure that all scheduled payments are made in full and on time.<br/> Borrower added on 09/25/10 > I have completed the above requests of bank verification and faxed in the tax forms.<br/> Borrower added on 09/27/10 > There was a question posted that I am unable to open up to answer. It was regarding the debt I wish to consolidate that does not match up with my credit report. I am married and my husband has outstanding debt that I wish to consolidate as well.<br/>,debt_consolidation,personal loan,324xx,FL,9.33,0,Nov-00,695,699,4,,,19,0,7162,31.60%,28,f,0,0,3059.85,3059.85,2121.23,920.59,0,18.03,5.5,11-Jul,339.89,11-Nov,16-Nov,619,615,0,1,INDIVIDUAL,0,0,0,0,0
585604,752387,2000,2000,2000, 36 months,14.72%,69.06,C,C5,,n/a,MORTGAGE,59000,Not Verified,10-Sep,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=585604,,medical,Medical Pay,641xx,MO,19.51,0,May-76,660,664,1,,,10,0,135478,76.70%,40,f,0,0,483.42,483.42,322.64,159.66,0,1.12,0,11-May,69.06,11-Oct,11-May,659,655,0,1,INDIVIDUAL,0,0,0,0,0
585404,752156,3600,3600,3600, 60 months,17.19%,89.84,E,E3,Tenneco,< 1 year,RENT,24960,Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=585404,"  Borrower added on 09/22/10 > I am currently raising my two granddaughters that are 10 and 13.  They both play competitive sports one is in softball and the other is in basketball.  I recently started back to work after being out of a job for almost a year and had to go out and buy a new car to get them to their tournaments and me back and forth to work. Old car's engine died.  With that being said I am having an issue coming up with the money for their sports and taxes on my new car. Any help you could possibly give would be greatly appreciated.  Thank you for taking the time to read this and help us out.<br/> Borrower added on 09/27/10 > Everything I do is for my grandchildren,  I do not own any credit cards as when I lost my job I got rid of them.  I started back to work 6 months ago and the car was a necessary purchase for reliable transportation to get me back and forth.  As well as making sure the grandchildren got back and forth from practice and tournaments.  Just want them to have the best possible life that I can give them.<br/>",major_purchase,New Car Fund,640xx,MO,17.26,0,Aug-96,675,679,5,50,65,2,1,210,17.50%,5,f,0,0,5390.16175,5390.16,3600,1790.16,0,0,0,15-Oct,99.63,15-Nov,15-Oct,629,625,0,1,INDIVIDUAL,0,0,0,0,0
585086,750724,6000,6000,6000, 60 months,17.93%,152.14,E,E5,RTD,4 years,MORTGAGE,63000,Source Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=585086,  Borrower added on 09/23/10 > I will be using most of the funds to pay off the balance of a retail card that I used to purchase my fiance's ring. Doing this will lower my interest rate and monthy payment amount. It will also save me from paying the interest that I have saved during a 6 month 0% introductory period that will run out soon. A small amount of the monely will also go toward a few small repairs around my house. If you have any questions at all please ask. I'm a great borrower and I have never been delinquint on any of my accounts. Not even one day late!<br/>,debt_consolidation,Ring,802xx,CO,23.16,0,6-Jul,680,684,7,,,8,0,4530,53.30%,10,f,0,0,6852.764586,6852.76,6000,852.76,0,0,0,11-Aug,5487.13,11-Sep,16-Nov,659,655,0,1,INDIVIDUAL,0,0,0,0,0
583580,749885,8500,8500,8475, 36 months,15.95%,298.63,D,D4,WARREN LAWN CARE,9 years,MORTGAGE,42000,Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=583580,"  Borrower added on 09/23/10 > This loan is to help pay off my two credit cards, and pay for my honeymoon. Thank you so much!<br/>",debt_consolidation,Debt Consolidation Loan,350xx,AL,20.49,0,3-Aug,675,679,6,27,,5,0,4850,46.20%,17,f,0,0,10502.92285,10472.03,8500,2002.92,0,0,0,12-Nov,3351.94,12-Dec,12-Nov,684,680,0,1,INDIVIDUAL,0,0,0,0,0
584902,751562,9000,9000,9000, 36 months,18.67%,328.41,F,F2,HUNTING ENERGY SERVICE,6 years,RENT,47004,Not Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=584902,,debt_consolidation,DEBT RELIEF,703xx,LA,24.66,0,Feb-92,665,669,7,61,,9,0,4553,96.90%,21,f,0,0,11854.25776,11854.26,9000,2837.84,16.42000005,0,0,13-Nov,700.7,13-Nov,16-Aug,559,555,0,1,INDIVIDUAL,0,0,0,0,0
583412,749684,15000,15000,14975, 60 months,20.53%,401.85,G,G2,Travelers Insurance,8 years,MORTGAGE,70000,Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=583412,"  Borrower added on 09/21/10 > This loan is to consolidate a higher interest credit card and a home improvement<br/> Borrower added on 09/21/10 > Also, just in case you all have any further questions.  As you can tell by my credit report, I've paid all of my bills on time.  The reason why my debt utilization is so high is because my credit card  companies and the Line of Credit loan I have all decreased my limit, even though I was no where near the limits on the credit cards.<br/> Borrower added on 09/23/10 > To add to the last question.  I plan on using the money to pay off the Citibank and Discover cards.  Then I am going to try to negotiate the Bank of America Loan rate of 21.9%.  I have my mortgage through them as well.  Hopefully I will have some luck with negotiating the rate down.<br/>",debt_consolidation,Debt consolidation,958xx,CA,19.29,0,Feb-92,670,674,7,,,9,0,35873,92.90%,25,f,0,0,22480.24726,22442.78,15000,7462.15,18.10000007,0,0,13-Nov,8030.77,13-Dec,16-Nov,664,660,0,1,INDIVIDUAL,0,0,0,0,0
582355,748427,15200,15200,14993.97499, 60 months,16.82%,376.29,E,E2,golfsmith,1 year,MORTGAGE,30000,Source Verified,10-Sep,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=582355,"  Borrower added on 09/25/10 > I am useing this money to pay off my dept and cut my payments in half. I will put the rest of the money in to my house and savings.<br/> Borrower added on 09/27/10 > Come on people this is easy money for you. I will not be late or miss a payment. I never have. If I can get a $350,000 home loan than this will be a great investment for you.<br/> Borrower added on 09/27/10 > I have a great job (Operations Manager for Golfsmith Int. the largest golf retailer in America) and my wife does also (she is a lawyer). I just bought a $350,00 house. I have great credit and would like to pay it off mt credit card dept so I can have one payment. I am paying all my bills on time now and after I get this money I will have less to pay. This is a great invesment for anyone.<br/>",debt_consolidation,Personal loan,902xx,CA,11.36,0,Dec-95,690,694,4,,,7,0,12979,91.40%,12,f,0,0,15902.77,15469.61,7822.29,6420.44,0,1660.04,127.9589,14-Mar,320.88,14-Apr,16-Oct,624,620,0,1,INDIVIDUAL,0,0,0,0,0
583461,749745,3200,3200,3200, 36 months,7.88%,100.1,A,A5,Medstar Health,7 years,MORTGAGE,34428,Source Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=583461,,other,James,212xx,MD,16.28,0,Jan-89,715,719,2,,,11,0,40224,84.90%,16,f,0,0,3603.703912,3603.7,3200,403.7,0,0,0,13-Oct,102.47,13-Nov,13-Oct,604,600,0,1,INDIVIDUAL,0,0,0,0,0
583544,749844,4000,4000,4000, 36 months,15.58%,139.81,D,D3,Gordon T. Nicol  P.A-Your jacksonville lawyer,2 years,RENT,56004,Not Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=583544,"  Borrower added on 09/20/10 > I have almost no debt other than a vehicle loan, on which the payments have never been late. Im planning to use to the money to be able to paint my condominium.<br/> Borrower added on 09/20/10 > The previous lender's question, the reason why i am upgrading a condominium that i am renting it because it is my bosses who is an attorney (www.yourjacksonvillelawyer.com), and i am upgrading the unit because i am planning on purchasing it from him in the near future.<br/>",other,Adin,322xx,FL,6.69,0,6-Oct,675,679,4,,,5,0,15,0.50%,9,f,0,0,4996.173941,4996.17,4000,996.17,0,0,0,13-Apr,948.8,13-May,16-Nov,634,630,0,1,INDIVIDUAL,0,0,0,0,0
581367,747264,2800,2800,2800, 36 months,16.32%,98.89,D,D5,Sears Holdings,3 years,RENT,28000,Source Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=581367,  Borrower added on 09/20/10 > I am going to use the loan money to pay off a couple high interest credit cards. The loan will also allow me to have one payment instead of 3.<br/>,debt_consolidation,pay off,430xx,OH,21.13,0,1-Sep,680,684,8,,,9,0,2921,32.80%,13,f,0,0,3560.148472,3560.15,2800,760.15,0,0,0,13-Oct,105.24,13-Nov,16-Nov,684,680,0,1,INDIVIDUAL,0,0,0,0,0
582125,748159,2100,2100,2100, 60 months,20.53%,56.26,G,G2,Progressive Insurance,7 years,MORTGAGE,104000,Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=582125,,debt_consolidation,Real Estate Taxes,442xx,OH,23.99,0,Aug-79,665,669,6,,,25,0,37025,76.80%,44,f,0,0,3375.419726,3375.42,2100,1275.42,0,0,0,15-Oct,64.28,15-Nov,16-Nov,704,700,0,1,INDIVIDUAL,0,0,0,0,0
583781,750143,7675,7675,7675, 60 months,17.93%,194.61,E,E5,Erickson Retirement Community,1 year,RENT,69000,Source Verified,10-Sep,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=583781,,debt_consolidation,Personal,481xx,MI,13.04,0,Mar-98,685,689,6,,,7,0,2196,95.50%,27,f,0,0,3906.6,3906.6,1837.66,2037.1,14.93818985,16.9,0,12-Jun,194.61,12-Nov,16-Nov,504,500,0,1,INDIVIDUAL,0,0,0,0,0
583725,750072,9000,9000,8975, 60 months,13.23%,205.84,C,C1,Southern Nuclear,10+ years,MORTGAGE,95000,Source Verified,10-Sep,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=583725,  Borrower added on 09/19/10 > Using this loan to pay off credit cards with higher interest rates.  I have worked for a Utility ( Power Company) for 23.5 years.  I will make my payments on time as illustrated by my credit rating.  This will help with my monthly budget and goal of becoming debt free.  Thank you...<br/>,credit_card,Credit Card Consolidation,308xx,GA,16.8,0,Sep-95,735,739,6,,,14,0,13775,38.20%,42,f,0,0,12350.3046,12316,9000,3350.3,0,0,0,15-Oct,217.38,15-Nov,16-Oct,744,740,0,1,INDIVIDUAL,0,0,0,0,0
